ds	provider	cpc
2015-10-10	BobTheBuilder	210
2015-10-05	LalaLand	133
2015-10-05	BobTheBuilder	124
2015-10-07	LalaLand	245
2015-10-12	OlidayInn	102
2015-10-10	TravelGuys	102
2015-10-06	OlidayInn	200
2015-10-04	TravelGuys	379
2015-10-01	TravelGuys	225
2015-10-02	TravelGuys	273
2015-10-08	OlidayInn	478
2015-10-08	LalaLand	385
2015-10-03	TravelGuys	370
2015-10-08	TravelGuys	343
2015-10-09	OlidayInn	380
2015-10-11	OlidayInn	449
2015-10-06	BobTheBuilder	411
2015-10-12	BobTheBuilder	238
2015-10-05	LalaLand	194
2015-10-06	OlidayInn	223
2015-10-08	BobTheBuilder	367
2015-10-03	TravelGuys	204
2015-10-01	OlidayInn	226
2015-10-02	LalaLand	216
2015-10-03	OlidayInn	120
2015-10-12	BobTheBuilder	496
2015-10-07	OlidayInn	418
2015-10-08	OlidayInn	252
2015-10-08	TravelGuys	199
2015-10-12	LalaLand	422
2015-10-03	OlidayInn	422
2015-10-09	LalaLand	171
2015-10-11	BobTheBuilder	396
2015-10-07	OlidayInn	253
2015-10-07	OlidayInn	225
2015-10-02	TravelGuys	369
2015-10-12	BobTheBuilder	143
2015-10-12	TravelGuys	255
2015-10-01	OlidayInn	188
2015-10-01	LalaLand	176
2015-10-03	BobTheBuilder	112
2015-10-04	TravelGuys	219
2015-10-12	BobTheBuilder	152
2015-10-09	LalaLand	364
2015-10-04	BobTheBuilder	131
2015-10-07	BobTheBuilder	445
2015-10-11	BobTheBuilder	340
2015-10-12	BobTheBuilder	453
2015-10-08	TravelGuys	125
2015-10-11	BobTheBuilder	448
2015-10-01	BobTheBuilder	228
2015-10-03	OlidayInn	471
2015-10-06	LalaLand	259
2015-10-07	BobTheBuilder	269
2015-10-04	OlidayInn	178
2015-10-12	LalaLand	458
2015-10-04	TravelGuys	230
2015-10-07	OlidayInn	290
2015-10-05	TravelGuys	274
2015-10-10	OlidayInn	373
2015-10-12	LalaLand	340
2015-10-12	BobTheBuilder	291
2015-10-08	TravelGuys	248
2015-10-08	TravelGuys	194
2015-10-03	BobTheBuilder	106
2015-10-04	OlidayInn	358
2015-10-09	LalaLand	450
2015-10-11	BobTheBuilder	494
2015-10-04	LalaLand	233
2015-10-01	BobTheBuilder	235
2015-10-11	TravelGuys	362
2015-10-05	TravelGuys	124
2015-10-03	BobTheBuilder	185
2015-10-11	BobTheBuilder	210
2015-10-04	OlidayInn	320
2015-10-09	TravelGuys	317
2015-10-09	TravelGuys	360
2015-10-07	TravelGuys	275
2015-10-06	LalaLand	379
2015-10-12	LalaLand	333
2015-10-05	LalaLand	417
2015-10-08	BobTheBuilder	297
2015-10-05	LalaLand	449
2015-10-09	OlidayInn	181
2015-10-08	BobTheBuilder	202
2015-10-12	TravelGuys	289
2015-10-10	LalaLand	304
2015-10-01	TravelGuys	301
2015-10-11	BobTheBuilder	338
2015-10-05	BobTheBuilder	318
2015-10-08	BobTheBuilder	284
2015-10-01	OlidayInn	440
2015-10-12	LalaLand	245
2015-10-12	TravelGuys	203
2015-10-02	TravelGuys	232
2015-10-02	OlidayInn	428
2015-10-09	OlidayInn	291
2015-10-01	OlidayInn	388
2015-10-07	TravelGuys	118
2015-10-02	OlidayInn	459
2015-10-07	OlidayInn	164
2015-10-12	TravelGuys	139
2015-10-06	BobTheBuilder	427
2015-10-12	BobTheBuilder	335
2015-10-09	OlidayInn	476
2015-10-05	OlidayInn	470
2015-10-12	BobTheBuilder	241
2015-10-10	LalaLand	352
2015-10-02	TravelGuys	440
2015-10-03	LalaLand	395
2015-10-03	LalaLand	264
2015-10-09	LalaLand	327
2015-10-07	LalaLand	476
2015-10-01	BobTheBuilder	179
2015-10-12	OlidayInn	239
2015-10-08	OlidayInn	411
2015-10-05	OlidayInn	198
2015-10-10	TravelGuys	188
2015-10-12	LalaLand	185
2015-10-06	BobTheBuilder	333
2015-10-04	OlidayInn	282
2015-10-09	BobTheBuilder	434
2015-10-04	LalaLand	203
2015-10-06	LalaLand	349
2015-10-03	OlidayInn	485
2015-10-02	OlidayInn	370
2015-10-09	TravelGuys	491
2015-10-12	TravelGuys	126
2015-10-08	LalaLand	380
2015-10-08	OlidayInn	325
2015-10-11	TravelGuys	413
2015-10-09	TravelGuys	405
2015-10-07	OlidayInn	248
2015-10-05	LalaLand	262
2015-10-06	LalaLand	124
2015-10-12	OlidayInn	381
2015-10-10	LalaLand	299
2015-10-01	LalaLand	438
2015-10-05	LalaLand	268
2015-10-09	TravelGuys	475
2015-10-04	BobTheBuilder	148
2015-10-12	BobTheBuilder	246
2015-10-03	OlidayInn	218
2015-10-04	LalaLand	255
2015-10-12	OlidayInn	295
2015-10-07	TravelGuys	469
2015-10-09	LalaLand	489
2015-10-09	LalaLand	209
2015-10-05	LalaLand	143
2015-10-01	LalaLand	354
2015-10-07	TravelGuys	155
2015-10-07	BobTheBuilder	195
2015-10-01	LalaLand	115
2015-10-05	OlidayInn	442
2015-10-09	LalaLand	163
2015-10-01	OlidayInn	228
2015-10-09	OlidayInn	233
2015-10-12	LalaLand	338
2015-10-10	LalaLand	498
2015-10-08	BobTheBuilder	465
2015-10-01	OlidayInn	448
2015-10-12	BobTheBuilder	422
2015-10-05	OlidayInn	248
2015-10-04	TravelGuys	162
2015-10-09	OlidayInn	137
2015-10-09	TravelGuys	386
2015-10-10	LalaLand	305
2015-10-08	OlidayInn	391
2015-10-06	OlidayInn	168
2015-10-03	TravelGuys	175
2015-10-07	TravelGuys	160
2015-10-02	LalaLand	311
2015-10-01	LalaLand	206
2015-10-12	OlidayInn	228
2015-10-12	OlidayInn	467
2015-10-10	LalaLand	133
2015-10-06	TravelGuys	283
2015-10-03	TravelGuys	149
2015-10-01	BobTheBuilder	192
2015-10-04	LalaLand	340
2015-10-08	LalaLand	221
2015-10-08	TravelGuys	339
2015-10-11	TravelGuys	396
2015-10-02	TravelGuys	140
2015-10-12	LalaLand	362
2015-10-03	BobTheBuilder	359
2015-10-10	TravelGuys	136
2015-10-03	TravelGuys	440
2015-10-01	TravelGuys	127
2015-10-01	BobTheBuilder	166
2015-10-03	TravelGuys	238
2015-10-02	TravelGuys	404
2015-10-01	TravelGuys	457
2015-10-02	TravelGuys	197
2015-10-12	LalaLand	153
2015-10-10	BobTheBuilder	123
2015-10-02	TravelGuys	373
2015-10-12	TravelGuys	371
2015-10-04	OlidayInn	241
2015-10-04	LalaLand	198
2015-10-07	OlidayInn	439
2015-10-06	OlidayInn	183
2015-10-04	OlidayInn	494
2015-10-12	LalaLand	150
2015-10-05	TravelGuys	101
2015-10-10	LalaLand	152
2015-10-06	TravelGuys	187
2015-10-03	BobTheBuilder	411
2015-10-01	BobTheBuilder	105
2015-10-08	LalaLand	337
2015-10-04	BobTheBuilder	450
2015-10-06	TravelGuys	345
2015-10-11	LalaLand	159
2015-10-08	BobTheBuilder	238
2015-10-05	OlidayInn	324
2015-10-02	OlidayInn	192
2015-10-07	LalaLand	325
2015-10-09	BobTheBuilder	106
2015-10-04	TravelGuys	160
2015-10-08	OlidayInn	144
2015-10-09	BobTheBuilder	355
2015-10-06	TravelGuys	439
2015-10-01	BobTheBuilder	294
2015-10-12	TravelGuys	123
2015-10-05	OlidayInn	117
2015-10-09	TravelGuys	386
2015-10-11	TravelGuys	225
2015-10-11	BobTheBuilder	201
2015-10-12	TravelGuys	285
2015-10-07	LalaLand	322
2015-10-12	OlidayInn	106
2015-10-02	TravelGuys	421
2015-10-01	TravelGuys	240
2015-10-07	TravelGuys	165
2015-10-03	BobTheBuilder	128
2015-10-03	LalaLand	487
2015-10-04	OlidayInn	257
2015-10-02	TravelGuys	175
2015-10-01	TravelGuys	493
2015-10-07	OlidayInn	267
2015-10-10	BobTheBuilder	211
2015-10-01	LalaLand	494
2015-10-08	TravelGuys	253
2015-10-11	LalaLand	449
2015-10-09	BobTheBuilder	228
2015-10-02	TravelGuys	421
2015-10-10	BobTheBuilder	230
2015-10-03	LalaLand	111
2015-10-10	OlidayInn	396
2015-10-03	TravelGuys	225
2015-10-06	LalaLand	433
2015-10-03	TravelGuys	241
2015-10-04	OlidayInn	384
2015-10-01	LalaLand	293
2015-10-02	TravelGuys	407
2015-10-05	BobTheBuilder	161
2015-10-03	BobTheBuilder	172
2015-10-04	BobTheBuilder	423
2015-10-10	LalaLand	459
2015-10-09	BobTheBuilder	470
2015-10-08	TravelGuys	318
2015-10-08	BobTheBuilder	254
2015-10-04	OlidayInn	143
2015-10-07	TravelGuys	224
2015-10-03	TravelGuys	199
2015-10-08	BobTheBuilder	387
2015-10-03	OlidayInn	402
2015-10-04	LalaLand	183
2015-10-11	BobTheBuilder	246
2015-10-01	TravelGuys	296
2015-10-12	OlidayInn	296
2015-10-08	BobTheBuilder	366
2015-10-02	LalaLand	238
2015-10-11	OlidayInn	229
2015-10-01	BobTheBuilder	493
2015-10-07	LalaLand	305
2015-10-07	TravelGuys	497
2015-10-08	BobTheBuilder	236
2015-10-07	LalaLand	187
2015-10-01	TravelGuys	354
2015-10-05	BobTheBuilder	313
2015-10-05	BobTheBuilder	140
2015-10-08	BobTheBuilder	411
2015-10-10	LalaLand	362
2015-10-09	OlidayInn	129
2015-10-07	LalaLand	156
2015-10-07	BobTheBuilder	350
2015-10-12	TravelGuys	109
2015-10-09	LalaLand	162
2015-10-03	TravelGuys	412
2015-10-01	BobTheBuilder	206
2015-10-09	BobTheBuilder	371
2015-10-12	LalaLand	493
2015-10-11	BobTheBuilder	112
2015-10-06	LalaLand	179
2015-10-07	LalaLand	337
2015-10-08	LalaLand	122
2015-10-08	LalaLand	243
2015-10-12	LalaLand	479
2015-10-08	LalaLand	496
2015-10-04	LalaLand	328
2015-10-05	OlidayInn	352
2015-10-05	OlidayInn	323
2015-10-02	BobTheBuilder	413
2015-10-03	LalaLand	411
2015-10-07	LalaLand	404
2015-10-04	OlidayInn	147
2015-10-07	TravelGuys	417
2015-10-06	BobTheBuilder	367
2015-10-09	TravelGuys	112
2015-10-06	OlidayInn	205
2015-10-09	LalaLand	179
2015-10-11	OlidayInn	148
2015-10-02	TravelGuys	393
2015-10-02	OlidayInn	125
2015-10-09	OlidayInn	139
2015-10-05	BobTheBuilder	300
2015-10-08	LalaLand	309
2015-10-09	TravelGuys	320
2015-10-03	OlidayInn	134
2015-10-12	OlidayInn	383
2015-10-01	LalaLand	454
2015-10-02	BobTheBuilder	309
2015-10-06	TravelGuys	302
2015-10-02	OlidayInn	386
2015-10-05	LalaLand	288
2015-10-07	TravelGuys	375
2015-10-05	BobTheBuilder	299
2015-10-06	TravelGuys	117
2015-10-04	BobTheBuilder	357
2015-10-03	BobTheBuilder	345
2015-10-09	BobTheBuilder	102
2015-10-07	TravelGuys	415
2015-10-06	BobTheBuilder	499
2015-10-12	TravelGuys	275
2015-10-06	BobTheBuilder	162
2015-10-09	OlidayInn	452
2015-10-12	TravelGuys	203
2015-10-08	LalaLand	113
2015-10-08	BobTheBuilder	127
2015-10-12	TravelGuys	236
2015-10-04	BobTheBuilder	415
2015-10-05	TravelGuys	234
2015-10-07	LalaLand	213
2015-10-08	LalaLand	182
2015-10-03	TravelGuys	272
2015-10-11	BobTheBuilder	221
2015-10-06	LalaLand	258
2015-10-02	BobTheBuilder	235
2015-10-08	BobTheBuilder	119
2015-10-03	BobTheBuilder	460
2015-10-11	BobTheBuilder	262
2015-10-11	BobTheBuilder	328
2015-10-05	OlidayInn	319
2015-10-12	BobTheBuilder	361
2015-10-04	LalaLand	400
2015-10-12	TravelGuys	182
2015-10-02	LalaLand	269
2015-10-02	TravelGuys	325
2015-10-01	BobTheBuilder	288
2015-10-09	OlidayInn	359
2015-10-07	BobTheBuilder	477
2015-10-07	BobTheBuilder	292
2015-10-05	LalaLand	492
2015-10-06	LalaLand	448
2015-10-08	TravelGuys	152
2015-10-04	OlidayInn	262
2015-10-03	BobTheBuilder	431
2015-10-08	LalaLand	366
2015-10-06	TravelGuys	327
2015-10-01	TravelGuys	377
2015-10-09	TravelGuys	272
2015-10-07	LalaLand	347
2015-10-06	LalaLand	382
2015-10-01	OlidayInn	176
2015-10-02	TravelGuys	333
2015-10-03	TravelGuys	350
2015-10-04	TravelGuys	395
2015-10-02	TravelGuys	117
2015-10-11	BobTheBuilder	208
2015-10-01	LalaLand	396
2015-10-08	BobTheBuilder	118
2015-10-07	TravelGuys	261
2015-10-08	LalaLand	124
2015-10-10	TravelGuys	369
2015-10-05	BobTheBuilder	176
2015-10-12	TravelGuys	327
2015-10-03	LalaLand	248
2015-10-03	TravelGuys	290
2015-10-07	LalaLand	424
2015-10-01	LalaLand	225
2015-10-07	TravelGuys	223
2015-10-07	OlidayInn	480
2015-10-04	BobTheBuilder	211
2015-10-04	OlidayInn	321
2015-10-02	TravelGuys	104
2015-10-12	LalaLand	113
2015-10-01	OlidayInn	474
2015-10-04	TravelGuys	402
2015-10-01	BobTheBuilder	195
2015-10-07	BobTheBuilder	156
2015-10-05	LalaLand	380
2015-10-10	LalaLand	442
2015-10-03	BobTheBuilder	418
2015-10-08	LalaLand	116
2015-10-04	BobTheBuilder	175
2015-10-12	BobTheBuilder	462
2015-10-04	BobTheBuilder	129
2015-10-06	TravelGuys	464
2015-10-04	LalaLand	362
2015-10-07	LalaLand	259
2015-10-12	BobTheBuilder	412
2015-10-06	OlidayInn	275
2015-10-06	TravelGuys	178
2015-10-01	OlidayInn	476
2015-10-03	LalaLand	406
2015-10-12	LalaLand	108
2015-10-07	LalaLand	492
2015-10-02	LalaLand	241
2015-10-04	TravelGuys	372
2015-10-04	TravelGuys	408
2015-10-06	TravelGuys	153
2015-10-12	LalaLand	437
2015-10-01	LalaLand	407
2015-10-09	OlidayInn	270
2015-10-07	OlidayInn	372
2015-10-02	OlidayInn	414
2015-10-02	TravelGuys	420
2015-10-12	LalaLand	216
2015-10-01	BobTheBuilder	368
2015-10-12	LalaLand	124
2015-10-09	BobTheBuilder	380
2015-10-09	TravelGuys	452
2015-10-08	LalaLand	248
2015-10-04	LalaLand	445
2015-10-09	BobTheBuilder	277
2015-10-11	BobTheBuilder	413
2015-10-05	TravelGuys	267
2015-10-08	LalaLand	256
2015-10-02	TravelGuys	207
2015-10-10	TravelGuys	195
2015-10-10	BobTheBuilder	281
2015-10-01	LalaLand	111
2015-10-07	OlidayInn	227
2015-10-07	LalaLand	365
2015-10-08	BobTheBuilder	140
2015-10-09	OlidayInn	213
2015-10-11	BobTheBuilder	423
2015-10-05	TravelGuys	243
2015-10-04	OlidayInn	198
2015-10-04	OlidayInn	403
2015-10-06	LalaLand	144
2015-10-05	BobTheBuilder	296
2015-10-01	BobTheBuilder	210
2015-10-12	TravelGuys	360
2015-10-09	BobTheBuilder	398
2015-10-06	BobTheBuilder	309
2015-10-08	TravelGuys	311
2015-10-10	OlidayInn	288
2015-10-06	TravelGuys	459
2015-10-11	TravelGuys	490
2015-10-04	LalaLand	449
2015-10-08	LalaLand	310
2015-10-04	TravelGuys	198
2015-10-05	BobTheBuilder	226
2015-10-09	LalaLand	194
2015-10-07	OlidayInn	386
2015-10-04	OlidayInn	295
2015-10-03	BobTheBuilder	202
2015-10-05	OlidayInn	412
2015-10-11	BobTheBuilder	493
2015-10-04	BobTheBuilder	371
2015-10-07	LalaLand	105
2015-10-07	TravelGuys	122
2015-10-07	LalaLand	429
2015-10-01	BobTheBuilder	376
2015-10-08	TravelGuys	489
2015-10-03	BobTheBuilder	111
2015-10-04	LalaLand	323
2015-10-11	LalaLand	112
2015-10-09	LalaLand	375
2015-10-04	TravelGuys	495
2015-10-09	OlidayInn	295
2015-10-03	BobTheBuilder	494
2015-10-12	OlidayInn	227
2015-10-07	TravelGuys	324
2015-10-08	BobTheBuilder	394
2015-10-12	BobTheBuilder	448
2015-10-03	TravelGuys	214
2015-10-03	BobTheBuilder	161
2015-10-04	OlidayInn	345
2015-10-10	LalaLand	457
2015-10-10	BobTheBuilder	139
2015-10-08	LalaLand	479
2015-10-05	OlidayInn	316
2015-10-10	TravelGuys	363
2015-10-05	OlidayInn	314
2015-10-04	BobTheBuilder	219
2015-10-10	BobTheBuilder	404
2015-10-09	BobTheBuilder	151
2015-10-08	TravelGuys	232
2015-10-02	BobTheBuilder	197
2015-10-02	TravelGuys	204
2015-10-09	BobTheBuilder	456
2015-10-05	OlidayInn	339
2015-10-10	BobTheBuilder	369
2015-10-10	LalaLand	463
2015-10-10	LalaLand	237
2015-10-09	BobTheBuilder	416
2015-10-03	TravelGuys	117
2015-10-04	TravelGuys	436
2015-10-07	BobTheBuilder	348
2015-10-10	LalaLand	380
2015-10-03	BobTheBuilder	498
2015-10-04	TravelGuys	183
2015-10-09	LalaLand	478
2015-10-09	OlidayInn	376
2015-10-11	OlidayInn	454
2015-10-07	TravelGuys	465
2015-10-08	TravelGuys	183
2015-10-06	LalaLand	363
2015-10-07	OlidayInn	171
2015-10-03	LalaLand	109
2015-10-03	OlidayInn	464
2015-10-10	LalaLand	304
2015-10-03	TravelGuys	124
2015-10-09	LalaLand	329
2015-10-03	TravelGuys	477
2015-10-08	OlidayInn	395
2015-10-08	TravelGuys	352
2015-10-07	LalaLand	405
2015-10-02	LalaLand	332
2015-10-02	BobTheBuilder	167
2015-10-03	TravelGuys	488
2015-10-06	TravelGuys	305
2015-10-04	LalaLand	382
2015-10-02	OlidayInn	336
2015-10-07	BobTheBuilder	320
2015-10-01	OlidayInn	192
2015-10-02	OlidayInn	218
2015-10-09	TravelGuys	329
2015-10-04	BobTheBuilder	347
2015-10-02	BobTheBuilder	124
2015-10-09	BobTheBuilder	275
2015-10-02	BobTheBuilder	186
2015-10-04	LalaLand	448
2015-10-04	BobTheBuilder	306
2015-10-11	BobTheBuilder	173
2015-10-01	LalaLand	112
2015-10-02	TravelGuys	364
2015-10-10	LalaLand	162
2015-10-03	BobTheBuilder	116
2015-10-08	TravelGuys	190
2015-10-12	OlidayInn	167
2015-10-08	TravelGuys	356
2015-10-04	BobTheBuilder	410
2015-10-01	TravelGuys	374
2015-10-04	LalaLand	459
2015-10-03	LalaLand	126
2015-10-06	TravelGuys	304
2015-10-04	TravelGuys	410
2015-10-02	BobTheBuilder	180
2015-10-07	LalaLand	399
2015-10-07	BobTheBuilder	343
2015-10-01	OlidayInn	385
2015-10-07	BobTheBuilder	489
2015-10-05	BobTheBuilder	472
2015-10-09	TravelGuys	156
2015-10-11	LalaLand	282
2015-10-06	LalaLand	235
2015-10-02	TravelGuys	116
2015-10-12	BobTheBuilder	471
2015-10-11	TravelGuys	444
2015-10-05	OlidayInn	319
2015-10-07	OlidayInn	259
2015-10-03	OlidayInn	371
2015-10-08	LalaLand	297
2015-10-11	LalaLand	225
2015-10-09	OlidayInn	325
2015-10-01	BobTheBuilder	296
2015-10-02	TravelGuys	172
2015-10-04	TravelGuys	219
2015-10-10	LalaLand	301
2015-10-03	BobTheBuilder	146
2015-10-02	TravelGuys	127
2015-10-09	TravelGuys	389
2015-10-11	TravelGuys	389
2015-10-08	TravelGuys	430
2015-10-12	TravelGuys	469
2015-10-04	LalaLand	102
2015-10-11	LalaLand	202
2015-10-12	LalaLand	305
2015-10-04	OlidayInn	165
2015-10-12	TravelGuys	497
2015-10-06	LalaLand	301
2015-10-07	BobTheBuilder	149
2015-10-05	LalaLand	394
2015-10-03	LalaLand	291
2015-10-09	TravelGuys	222
2015-10-05	LalaLand	192
2015-10-03	TravelGuys	449
2015-10-06	OlidayInn	328
2015-10-12	TravelGuys	202
2015-10-06	OlidayInn	111
2015-10-06	LalaLand	198
2015-10-01	OlidayInn	466
2015-10-10	TravelGuys	470
2015-10-12	OlidayInn	341
2015-10-04	LalaLand	257
2015-10-09	TravelGuys	457
2015-10-05	OlidayInn	385
2015-10-01	OlidayInn	276
2015-10-08	TravelGuys	120
2015-10-05	OlidayInn	450
2015-10-12	LalaLand	305
2015-10-12	BobTheBuilder	352
2015-10-11	LalaLand	256
2015-10-05	TravelGuys	256
2015-10-04	BobTheBuilder	177
2015-10-02	TravelGuys	106
2015-10-09	BobTheBuilder	266
2015-10-11	LalaLand	261
2015-10-08	BobTheBuilder	434
2015-10-05	LalaLand	145
2015-10-01	BobTheBuilder	393
2015-10-03	LalaLand	413
2015-10-04	BobTheBuilder	253
2015-10-04	BobTheBuilder	487
2015-10-12	LalaLand	223
2015-10-02	OlidayInn	394
2015-10-08	BobTheBuilder	306
2015-10-03	TravelGuys	341
2015-10-02	LalaLand	267
2015-10-12	LalaLand	147
2015-10-04	OlidayInn	143
2015-10-04	BobTheBuilder	361
2015-10-04	LalaLand	340
2015-10-07	BobTheBuilder	365
2015-10-01	OlidayInn	431
2015-10-02	BobTheBuilder	181
2015-10-10	LalaLand	132
2015-10-10	LalaLand	438
2015-10-12	TravelGuys	159
2015-10-10	LalaLand	484
2015-10-01	LalaLand	491
2015-10-07	TravelGuys	341
2015-10-05	BobTheBuilder	284
2015-10-02	TravelGuys	445
2015-10-02	BobTheBuilder	247
2015-10-10	BobTheBuilder	190
2015-10-02	LalaLand	243
2015-10-02	TravelGuys	175
2015-10-12	BobTheBuilder	278
2015-10-11	OlidayInn	211
2015-10-12	OlidayInn	386
2015-10-06	OlidayInn	400
2015-10-01	OlidayInn	112
2015-10-09	LalaLand	320
2015-10-04	BobTheBuilder	195
2015-10-04	BobTheBuilder	417
2015-10-05	OlidayInn	476
2015-10-09	TravelGuys	407
2015-10-12	LalaLand	320
2015-10-06	TravelGuys	256
2015-10-05	LalaLand	286
2015-10-12	OlidayInn	183
2015-10-06	TravelGuys	173
2015-10-08	OlidayInn	146
2015-10-02	TravelGuys	138
2015-10-02	LalaLand	164
2015-10-01	BobTheBuilder	326
2015-10-12	LalaLand	184
2015-10-07	LalaLand	305
2015-10-11	LalaLand	406
2015-10-06	LalaLand	135
2015-10-04	LalaLand	459
2015-10-05	BobTheBuilder	273
2015-10-01	OlidayInn	493
2015-10-08	LalaLand	485
2015-10-02	BobTheBuilder	363
2015-10-10	BobTheBuilder	458
2015-10-06	LalaLand	400
2015-10-02	TravelGuys	209
2015-10-06	BobTheBuilder	108
2015-10-06	LalaLand	277
2015-10-11	LalaLand	172
2015-10-09	OlidayInn	130
2015-10-09	OlidayInn	372
2015-10-04	TravelGuys	412
2015-10-03	LalaLand	158
2015-10-10	BobTheBuilder	475
2015-10-05	BobTheBuilder	493
2015-10-06	BobTheBuilder	201
2015-10-10	LalaLand	105
2015-10-10	TravelGuys	406
2015-10-01	TravelGuys	212
2015-10-08	TravelGuys	236
2015-10-05	BobTheBuilder	465
2015-10-03	TravelGuys	175
2015-10-06	OlidayInn	115
2015-10-06	LalaLand	214
2015-10-07	OlidayInn	179
2015-10-11	TravelGuys	461
2015-10-04	LalaLand	256
2015-10-08	OlidayInn	200
2015-10-06	TravelGuys	392
2015-10-05	OlidayInn	476
2015-10-07	BobTheBuilder	326
2015-10-01	TravelGuys	370
2015-10-01	OlidayInn	150
2015-10-10	OlidayInn	308
2015-10-09	BobTheBuilder	435
2015-10-07	LalaLand	156
2015-10-02	OlidayInn	133
2015-10-06	OlidayInn	356
2015-10-06	BobTheBuilder	188
2015-10-10	LalaLand	483
2015-10-12	BobTheBuilder	178
2015-10-11	BobTheBuilder	149
2015-10-10	BobTheBuilder	413
2015-10-02	BobTheBuilder	230
2015-10-06	LalaLand	209
2015-10-04	BobTheBuilder	280
2015-10-03	TravelGuys	388
2015-10-04	LalaLand	124
2015-10-07	BobTheBuilder	233
2015-10-01	LalaLand	303
2015-10-07	BobTheBuilder	336
2015-10-01	LalaLand	167
2015-10-08	OlidayInn	348
2015-10-01	LalaLand	278
2015-10-05	TravelGuys	211
2015-10-11	LalaLand	243
2015-10-11	BobTheBuilder	374
2015-10-04	BobTheBuilder	302
2015-10-11	BobTheBuilder	477
2015-10-11	LalaLand	468
2015-10-02	TravelGuys	336
2015-10-12	LalaLand	120
2015-10-10	OlidayInn	241
2015-10-03	LalaLand	418
2015-10-08	OlidayInn	347
2015-10-01	BobTheBuilder	200
2015-10-10	BobTheBuilder	435
2015-10-02	BobTheBuilder	164
2015-10-02	BobTheBuilder	205
2015-10-09	LalaLand	474
2015-10-12	TravelGuys	331
2015-10-01	OlidayInn	426
2015-10-02	BobTheBuilder	158
2015-10-02	BobTheBuilder	324
2015-10-12	LalaLand	160
2015-10-09	TravelGuys	119
2015-10-06	LalaLand	432
2015-10-09	LalaLand	237
2015-10-05	BobTheBuilder	391
2015-10-02	OlidayInn	368
2015-10-11	BobTheBuilder	157
2015-10-04	TravelGuys	424
2015-10-09	TravelGuys	122
2015-10-03	BobTheBuilder	203
2015-10-03	LalaLand	460
2015-10-07	LalaLand	348
2015-10-08	OlidayInn	497
2015-10-08	BobTheBuilder	332
2015-10-08	LalaLand	380
2015-10-06	OlidayInn	391
2015-10-01	TravelGuys	295
2015-10-05	TravelGuys	490
2015-10-11	OlidayInn	286
2015-10-07	TravelGuys	491
2015-10-04	LalaLand	291
2015-10-12	TravelGuys	252
2015-10-09	TravelGuys	169
2015-10-12	LalaLand	232
2015-10-11	BobTheBuilder	476
2015-10-01	BobTheBuilder	457
2015-10-05	LalaLand	431
2015-10-01	LalaLand	480
2015-10-02	TravelGuys	231
2015-10-03	BobTheBuilder	247
2015-10-01	OlidayInn	377
2015-10-03	BobTheBuilder	191
2015-10-04	OlidayInn	197
2015-10-05	OlidayInn	358
2015-10-07	BobTheBuilder	133
2015-10-04	LalaLand	258
2015-10-03	BobTheBuilder	164
2015-10-07	LalaLand	107
2015-10-04	BobTheBuilder	170
2015-10-01	BobTheBuilder	165
2015-10-09	BobTheBuilder	482
2015-10-10	OlidayInn	220
2015-10-11	BobTheBuilder	485
2015-10-10	TravelGuys	260
2015-10-10	BobTheBuilder	242
2015-10-01	OlidayInn	313
2015-10-06	OlidayInn	494
2015-10-05	BobTheBuilder	279
2015-10-10	LalaLand	420
2015-10-09	LalaLand	402
2015-10-06	BobTheBuilder	182
2015-10-08	LalaLand	385
2015-10-03	LalaLand	226
